,gene_name,ensembl_id
788,ADAM10,ENSG00000137845
789,ADAM11,ENSG00000073670
790,ADAM12,ENSG00000148848
791,ADAM15,ENSG00000143537
792,ADAM17,ENSG00000151694
793,ADAM19,ENSG00000135074
794,ADAM20,ENSG00000134007
795,ADAM20P1,ENSG00000259158
796,ADAM21,ENSG00000139985
797,ADAM22,ENSG00000008277
798,ADAM23,ENSG00000114948
799,ADAM28,ENSG00000042980
800,ADAM29,ENSG00000168594
801,ADAM30,ENSG00000134249
802,ADAM32,ENSG00000197140
803,ADAM33,ENSG00000149451
804,ADAM8,ENSG00000151651
805,ADAM9,ENSG00000168615
806,ADAMDEC1,ENSG00000134028
807,ADAMTS1,ENSG00000154734
808,ADAMTS10,ENSG00000142303
809,ADAMTS12,ENSG00000151388
810,ADAMTS13,ENSG00000160323
811,ADAMTS14,ENSG00000138316
812,ADAMTS15,ENSG00000166106
813,ADAMTS16,ENSG00000145536
814,ADAMTS17,ENSG00000140470
815,ADAMTS18,ENSG00000140873
816,ADAMTS19,ENSG00000145808
817,ADAMTS2,ENSG00000087116
818,ADAMTS3,ENSG00000156140
819,ADAMTS4,ENSG00000158859
820,ADAMTS5,ENSG00000154736
821,ADAMTS6,ENSG00000049192
822,ADAMTS7,ENSG00000136378
823,ADAMTS8,ENSG00000134917
824,ADAMTS9,ENSG00000163638
825,ADAMTS9-AS1,ENSG00000241158
826,ADAMTS9-AS2,ENSG00000241684
827,ADAMTSL1,ENSG00000178031
828,ADAMTSL2,ENSG00000197859
829,ADAMTSL3,ENSG00000156218
830,ADAMTSL4,ENSG00000143382
831,ADAMTSL5,ENSG00000185761
832,ADAP1,ENSG00000105963
833,ADAP2,ENSG00000184060
834,ADAR,ENSG00000160710
835,ADARB1,ENSG00000197381
836,ADARB2,ENSG00000185736
837,ADARB2-AS1,ENSG00000205696
838,ADAT1,ENSG00000065457
839,ADAT2,ENSG00000189007
840,ADAT3,ENSG00000213638
841,ADCK1,ENSG00000063761
842,ADCK2,ENSG00000133597
843,ADCK3,ENSG00000163050
844,ADCK4,ENSG00000123815
845,ADCK5,ENSG00000173137
846,ADCY1,ENSG00000164742
847,ADCY10,ENSG00000143199
848,ADCY2,ENSG00000078295
849,ADCY3,ENSG00000138031
850,ADCY4,ENSG00000129467
851,ADCY5,ENSG00000173175
852,ADCY6,ENSG00000174233
853,ADCY7,ENSG00000121281
854,ADCY9,ENSG00000162104
855,ADCYAP1,ENSG00000141433
856,ADCYAP1R1,ENSG00000078549
857,ADD1,ENSG00000087274
858,ADD2,ENSG00000075340
859,ADD3,ENSG00000148700
860,ADGB,ENSG00000118492
861,ADGRA1,ENSG00000197177
862,ADGRA1-AS1,ENSG00000256925
863,ADGRA2,ENSG00000020181
864,ADGRA3,ENSG00000152990
865,ADGRB1,ENSG00000181790
866,ADGRB2,ENSG00000121753
867,ADGRB3,ENSG00000135298
868,ADGRD1,ENSG00000111452
869,ADGRD2,ENSG00000180264
870,ADGRE1,ENSG00000174837
871,ADGRE2,ENSG00000127507
872,ADGRE3,ENSG00000131355
873,ADGRE5,ENSG00000123146
874,ADGRF1,ENSG00000153292
875,ADGRF2,ENSG00000164393
876,ADGRF3,ENSG00000173567
877,ADGRF4,ENSG00000153294
878,ADGRF5,ENSG00000069122
879,ADGRG1,ENSG00000205336
880,ADGRG2,ENSG00000173698
881,ADGRG3,ENSG00000182885
882,ADGRG4,ENSG00000156920
883,ADGRG5,ENSG00000159618
884,ADGRG6,ENSG00000112414
885,ADGRG7,ENSG00000144820
886,ADGRL1,ENSG00000072071
887,ADGRL2,ENSG00000117114
888,ADGRL3,ENSG00000150471
889,ADGRL4,ENSG00000162618
890,ADGRV1,ENSG00000164199
891,ADH1A,ENSG00000187758
892,ADH1B,ENSG00000196616
893,ADH1C,ENSG00000248144
894,ADH4,ENSG00000198099
895,ADH5,ENSG00000197894
896,ADH6,ENSG00000172955
897,ADHFE1,ENSG00000147576
898,ADI1,ENSG00000182551
899,ADIG,ENSG00000182035
900,ADIPOQ,ENSG00000181092
901,ADIPOR1,ENSG00000159346
902,ADIPOR2,ENSG00000006831
903,ADIRF,ENSG00000148671
904,ADK,ENSG00000156110
905,ADM,ENSG00000148926
906,ADM2,ENSG00000128165
907,ADM5,ENSG00000224420
908,ADNP,ENSG00000101126
909,ADNP-AS1,ENSG00000259456
910,ADNP2,ENSG00000101544
911,ADO,ENSG00000181915
912,ADORA1,ENSG00000163485
913,ADORA2A,ENSG00000128271
914,ADORA2A-AS1,ENSG00000178803
915,ADORA2B,ENSG00000170425
916,ADORA3,ENSG00000282608
917,ADPGK,ENSG00000159322
918,ADPGK-AS1,ENSG00000260898
919,ADPRH,ENSG00000144843
920,ADPRHL1,ENSG00000153531
921,ADPRHL2,ENSG00000116863
922,ADPRM,ENSG00000170222
923,ADRA1A,ENSG00000120907
924,ADRA1B,ENSG00000170214
925,ADRA1D,ENSG00000171873
926,ADRA2A,ENSG00000150594
927,ADRA2B,ENSG00000274286
928,ADRA2C,ENSG00000184160
929,ADRB1,ENSG00000043591
930,ADRB2,ENSG00000169252
931,ADRB3,ENSG00000188778
932,ADRBK1,ENSG00000173020
933,ADRBK2,ENSG00000100077
934,ADRM1,ENSG00000130706
935,ADSL,ENSG00000239900
936,ADSS,ENSG00000035687
937,ADSSL1,ENSG00000185100
938,ADTRP,ENSG00000111863
939,AE000662.92,ENSG00000259003
940,AE000662.93,ENSG00000259054
941,AEBP1,ENSG00000106624
942,AEBP2,ENSG00000139154
943,AEN,ENSG00000181026
944,AES,ENSG00000104964
945,AF001548.5,ENSG00000263335
946,AF011889.2,ENSG00000238039
947,AF038458.5,ENSG00000267388
948,AF064858.6,ENSG00000205622
949,AF064858.7,ENSG00000232837
950,AF064858.8,ENSG00000235888
951,AF121898.3,ENSG00000253500
952,AF124730.4,ENSG00000224649
953,AF127936.3,ENSG00000232884
954,AF127936.7,ENSG00000281903
955,AF127936.9,ENSG00000235609
956,AF129408.17,ENSG00000272991
957,AF131215.6,ENSG00000254839
958,AF131216.1,ENSG00000280273
959,AF131216.5,ENSG00000255020
960,AF131217.1,ENSG00000232855
961,AF165138.7,ENSG00000243440
962,AF186192.1,ENSG00000254533
963,AF196972.9,ENSG00000224292
964,AF213884.2,ENSG00000260651
965,AF230666.2,ENSG00000223697
966,AFAP1,ENSG00000196526
967,AFAP1-AS1,ENSG00000272620
968,AFAP1L1,ENSG00000157510
969,AFAP1L2,ENSG00000169129
970,AFF1,ENSG00000172493
971,AFF2,ENSG00000155966
972,AFF3,ENSG00000144218
973,AFF4,ENSG00000072364
974,AFG3L2,ENSG00000141385
975,AFMID,ENSG00000183077
976,AFP,ENSG00000081051
977,AFTPH,ENSG00000119844
978,AGA,ENSG00000038002
979,AGAP1,ENSG00000157985
980,AGAP2,ENSG00000135439
981,AGAP2-AS1,ENSG00000255737
982,AGAP3,ENSG00000133612
983,AGAP4,ENSG00000188234
984,AGAP5,ENSG00000172650
985,AGAP6,ENSG00000204149
986,AGAP9,ENSG00000204172
987,AGBL2,ENSG00000165923
988,AGBL3,ENSG00000146856
989,AGBL4,ENSG00000186094
990,AGBL5,ENSG00000084693
991,AGBL5-AS1,ENSG00000231636
992,AGER,ENSG00000204305
993,AGFG1,ENSG00000173744
994,AGFG2,ENSG00000106351
995,AGGF1,ENSG00000164252
996,AGK,ENSG00000006530
997,AGL,ENSG00000162688
998,AGMAT,ENSG00000116771
999,AGMO,ENSG00000187546
1000,AGO1,ENSG00000092847
1001,AGO2,ENSG00000123908
1002,AGO3,ENSG00000126070
1003,AGO4,ENSG00000134698
1004,AGPAT1,ENSG00000204310
1005,AGPAT2,ENSG00000169692
1006,AGPAT3,ENSG00000160216
1007,AGPAT4,ENSG00000026652
1008,AGPAT5,ENSG00000155189
1009,AGPS,ENSG00000018510
1010,AGR2,ENSG00000106541
1011,AGRN,ENSG00000188157
1012,AGRP,ENSG00000159723
1013,AGT,ENSG00000135744
1014,AGTPBP1,ENSG00000135049
1015,AGTR1,ENSG00000144891
1016,AGTR2,ENSG00000180772
1017,AGTRAP,ENSG00000177674
1018,AHCTF1,ENSG00000153207
1019,AHCY,ENSG00000101444
1020,AHCYL1,ENSG00000168710
1021,AHCYL2,ENSG00000158467
1022,AHDC1,ENSG00000126705
1023,AHI1,ENSG00000135541
1024,AHNAK,ENSG00000124942
1025,AHNAK2,ENSG00000185567
1026,AHR,ENSG00000106546
1027,AHRR,ENSG00000063438
1028,AHSA1,ENSG00000100591
1029,AHSA2,ENSG00000173209
1030,AHSP,ENSG00000169877
1031,AICDA,ENSG00000111732
1032,AIDA,ENSG00000186063
1033,AIF1,ENSG00000204472
1034,AIF1L,ENSG00000126878
1035,AIFM1,ENSG00000156709
1036,AIFM2,ENSG00000042286
1037,AIFM3,ENSG00000183773
1038,AIG1,ENSG00000146416
1039,AIM1,ENSG00000112297
1040,AIM1L,ENSG00000176092
1041,AIM2,ENSG00000163568
1042,AIMP1,ENSG00000164022
1043,AIMP2,ENSG00000106305
1044,AIP,ENSG00000110711
1045,AIPL1,ENSG00000129221
1046,AIRE,ENSG00000160224
1047,AIRN,ENSG00000268257
1048,AJ011932.1,ENSG00000274248
1049,AJ239322.1,ENSG00000235615
1050,AJAP1,ENSG00000196581
1051,AJUBA,ENSG00000129474
1052,AK1,ENSG00000106992
1053,AK2,ENSG00000004455
1054,AK3,ENSG00000147853
1055,AK4,ENSG00000162433
1056,AK5,ENSG00000154027
1057,AK6,ENSG00000085231
1058,AK7,ENSG00000140057
1059,AK8,ENSG00000165695
1060,AK9,ENSG00000155085
1061,AKAP1,ENSG00000121057
1062,AKAP10,ENSG00000108599
1063,AKAP11,ENSG00000023516
1064,AKAP12,ENSG00000131016
1065,AKAP13,ENSG00000170776
1066,AKAP14,ENSG00000186471
1067,AKAP17A,ENSG00000197976
1068,AKAP2,ENSG00000241978
1069,AKAP3,ENSG00000111254
1070,AKAP5,ENSG00000179841
1071,AKAP6,ENSG00000151320
1072,AKAP7,ENSG00000118507
1073,AKAP8,ENSG00000105127
1074,AKAP8L,ENSG00000011243
1075,AKAP9,ENSG00000127914
1076,AKIP1,ENSG00000166452
1077,AKIRIN1,ENSG00000174574
1078,AKIRIN2,ENSG00000135334
1079,AKNA,ENSG00000106948
1080,AKNAD1,ENSG00000162641
1081,AKR1A1,ENSG00000117448
1082,AKR1B1,ENSG00000085662
1083,AKR1B10,ENSG00000198074
1084,AKR1B15,ENSG00000227471
1085,AKR1C1,ENSG00000187134
1086,AKR1C2,ENSG00000151632
1087,AKR1C3,ENSG00000196139
1088,AKR1D1,ENSG00000122787
1089,AKR1E2,ENSG00000165568
1090,AKR7A2,ENSG00000053371
1091,AKR7A3,ENSG00000162482
1092,AKT1,ENSG00000142208
1093,AKT1S1,ENSG00000204673
1094,AKT2,ENSG00000105221
1095,AKT3,ENSG00000117020
1096,AKTIP,ENSG00000166971
1097,AL022341.3,ENSG00000228201
1098,AL022344.7,ENSG00000259869
1099,AL022476.2,ENSG00000230319
1100,AL023806.1,ENSG00000280184
1101,AL049794.1,ENSG00000280240
1102,AL109761.5,ENSG00000244676
1103,AL109767.1,ENSG00000235785
1104,AL132709.8,ENSG00000232018
1105,AL133245.2,ENSG00000272754
1106,AL133493.2,ENSG00000233922
1107,AL162426.1,ENSG00000279363
1108,AL354822.1,ENSG00000278384
1109,AL356585.2,ENSG00000279081
1110,AL358852.1,ENSG00000278899
1111,AL360294.1,ENSG00000279261
1112,AL365181.2,ENSG00000280316
1113,AL365273.1,ENSG00000282889
1114,AL445183.1,ENSG00000279054
1115,AL450992.2,ENSG00000234614
1116,AL513412.1,ENSG00000282960
1117,AL513523.2,ENSG00000279767
1118,AL589743.1,ENSG00000279508
1119,AL589986.2,ENSG00000226716
1120,AL592183.1,ENSG00000273748
1121,AL596220.1,ENSG00000279374
1122,AL645728.1,ENSG00000279244
1123,AL928768.3,ENSG00000253701
1124,ALAD,ENSG00000148218
1125,ALAS1,ENSG00000023330
1126,ALAS2,ENSG00000158578
1127,ALB,ENSG00000163631
1128,ALCAM,ENSG00000170017
1129,ALDH16A1,ENSG00000161618
1130,ALDH18A1,ENSG00000059573
1131,ALDH1A1,ENSG00000165092
1132,ALDH1A2,ENSG00000128918
1133,ALDH1A3,ENSG00000184254
1134,ALDH1B1,ENSG00000137124
1135,ALDH1L1,ENSG00000144908
1136,ALDH1L1-AS1,ENSG00000250218
1137,ALDH1L1-AS2,ENSG00000246022
1138,ALDH1L2,ENSG00000136010
1139,ALDH2,ENSG00000111275
1140,ALDH3A1,ENSG00000108602
1141,ALDH3A2,ENSG00000072210
1142,ALDH3B1,ENSG00000006534
1143,ALDH4A1,ENSG00000159423
1144,ALDH5A1,ENSG00000112294
1145,ALDH6A1,ENSG00000119711
1146,ALDH7A1,ENSG00000164904
1147,ALDH8A1,ENSG00000118514
1148,ALDH9A1,ENSG00000143149
1149,ALDOA,ENSG00000149925
1150,ALDOB,ENSG00000136872
1151,ALDOC,ENSG00000109107
1152,ALG1,ENSG00000033011
1153,ALG10,ENSG00000139133
1154,ALG10B,ENSG00000175548
1155,ALG11,ENSG00000253710
1156,ALG12,ENSG00000182858
1157,ALG13,ENSG00000101901
1158,ALG13-AS1,ENSG00000229487
1159,ALG14,ENSG00000172339
1160,ALG1L,ENSG00000189366
1161,ALG1L2,ENSG00000251287
1162,ALG2,ENSG00000119523
1163,ALG3,ENSG00000214160
1164,ALG5,ENSG00000120697
1165,ALG6,ENSG00000088035
1166,ALG8,ENSG00000159063
1167,ALG9,ENSG00000086848
1168,ALK,ENSG00000171094
1169,ALKBH1,ENSG00000100601
1170,ALKBH2,ENSG00000189046
1171,ALKBH3,ENSG00000166199
1172,ALKBH3-AS1,ENSG00000244926
1173,ALKBH4,ENSG00000160993
1174,ALKBH5,ENSG00000091542
1175,ALKBH6,ENSG00000239382
1176,ALKBH7,ENSG00000125652
1177,ALKBH8,ENSG00000137760
1178,ALLC,ENSG00000151360
1179,ALMS1,ENSG00000116127
1180,ALOX12,ENSG00000108839
1181,ALOX12-AS1,ENSG00000215067
1182,ALOX12B,ENSG00000179477
1183,ALOX15,ENSG00000161905
1184,ALOX15B,ENSG00000179593
1185,ALOX5,ENSG00000012779
1186,ALOX5AP,ENSG00000132965
1187,ALOXE3,ENSG00000179148
1188,ALPK1,ENSG00000073331
1189,ALPK2,ENSG00000198796
1190,ALPK3,ENSG00000136383
1191,ALPL,ENSG00000162551
1192,ALS2,ENSG00000003393
1193,ALS2CL,ENSG00000178038
1194,ALS2CR11,ENSG00000155754
1195,ALS2CR12,ENSG00000155749
1196,ALX1,ENSG00000180318
1197,ALX3,ENSG00000156150
1198,ALYREF,ENSG00000183684
1199,AMACR,ENSG00000242110
1200,AMBP,ENSG00000106927
1201,AMBRA1,ENSG00000110497
1202,AMD1,ENSG00000123505
1203,AMDHD1,ENSG00000139344
1204,AMDHD2,ENSG00000162066
1205,AMER1,ENSG00000184675
1206,AMER2,ENSG00000165566
1207,AMFR,ENSG00000159461
1208,AMH,ENSG00000104899
1209,AMHR2,ENSG00000135409
1210,AMIGO1,ENSG00000181754
1211,AMIGO2,ENSG00000139211
1212,AMIGO3,ENSG00000176020
1213,AMMECR1,ENSG00000101935
1214,AMMECR1L,ENSG00000144233
1215,AMN,ENSG00000166126
1216,AMN1,ENSG00000151743
1217,AMOT,ENSG00000126016
1218,AMOTL1,ENSG00000166025
1219,AMOTL2,ENSG00000114019
1220,AMPD1,ENSG00000116748
1221,AMPD2,ENSG00000116337
1222,AMPD3,ENSG00000133805
1223,AMPH,ENSG00000078053
1224,AMT,ENSG00000145020
1225,AMY2B,ENSG00000240038
1226,AMZ1,ENSG00000174945
1227,AMZ2,ENSG00000196704
1228,ANAPC1,ENSG00000153107
1229,ANAPC10,ENSG00000164162
1230,ANAPC11,ENSG00000141552
1231,ANAPC13,ENSG00000129055
1232,ANAPC15,ENSG00000110200
1233,ANAPC16,ENSG00000166295
1234,ANAPC2,ENSG00000176248
1235,ANAPC4,ENSG00000053900
1236,ANAPC5,ENSG00000089053
1237,ANAPC7,ENSG00000196510
1238,ANG,ENSG00000214274
1239,ANGEL1,ENSG00000013523
1240,ANGEL2,ENSG00000174606
1241,ANGPT1,ENSG00000154188
1242,ANGPT2,ENSG00000091879
1243,ANGPT4,ENSG00000101280
1244,ANGPTL1,ENSG00000116194
1245,ANGPTL2,ENSG00000136859
1246,ANGPTL3,ENSG00000132855
1247,ANGPTL4,ENSG00000167772
1248,ANGPTL5,ENSG00000187151
1249,ANGPTL6,ENSG00000130812
1250,ANGPTL7,ENSG00000171819
1251,ANGPTL8,ENSG00000130173
1252,ANK1,ENSG00000029534
1253,ANK2,ENSG00000145362
1254,ANK3,ENSG00000151150
1255,ANKAR,ENSG00000151687
1256,ANKDD1A,ENSG00000166839
1257,ANKDD1B,ENSG00000189045
1258,ANKEF1,ENSG00000132623
1259,ANKFN1,ENSG00000153930
1260,ANKFY1,ENSG00000185722
1261,ANKH,ENSG00000154122
1262,ANKHD1,ENSG00000131503
1263,ANKHD1-EIF4EBP3,ENSG00000254996
1264,ANKIB1,ENSG00000001629
1265,ANKK1,ENSG00000170209
1266,ANKLE1,ENSG00000160117
1267,ANKLE2,ENSG00000176915
1268,ANKMY1,ENSG00000144504
1269,ANKMY2,ENSG00000106524
1270,ANKRA2,ENSG00000164331
1271,ANKRD1,ENSG00000148677
1272,ANKRD10,ENSG00000088448
1273,ANKRD11,ENSG00000167522
1274,ANKRD12,ENSG00000101745
1275,ANKRD13A,ENSG00000076513
1276,ANKRD13B,ENSG00000198720
1277,ANKRD13C,ENSG00000118454
1278,ANKRD13D,ENSG00000172932
1279,ANKRD16,ENSG00000134461
1280,ANKRD17,ENSG00000132466
1281,ANKRD18A,ENSG00000180071
1282,ANKRD18B,ENSG00000230453
1283,ANKRD2,ENSG00000165887
1284,ANKRD20A1,ENSG00000260691
1285,ANKRD20A2,ENSG00000183148
1286,ANKRD20A3,ENSG00000276203
1287,ANKRD20A4,ENSG00000172014
1288,ANKRD22,ENSG00000152766
1289,ANKRD23,ENSG00000163126
1290,ANKRD24,ENSG00000089847
1291,ANKRD26,ENSG00000107890
1292,ANKRD27,ENSG00000105186
1293,ANKRD28,ENSG00000206560
1294,ANKRD29,ENSG00000154065
1295,ANKRD30B,ENSG00000180777
1296,ANKRD30BL,ENSG00000163046
1297,ANKRD31,ENSG00000145700
1298,ANKRD33,ENSG00000167612
1299,ANKRD33B,ENSG00000164236
1300,ANKRD34A,ENSG00000272031
1301,ANKRD34B,ENSG00000189127
1302,ANKRD34C,ENSG00000235711
1303,ANKRD34C-AS1,ENSG00000259234
1304,ANKRD35,ENSG00000198483
1305,ANKRD36,ENSG00000135976
1306,ANKRD36B,ENSG00000196912
1307,ANKRD36C,ENSG00000174501
1308,ANKRD37,ENSG00000186352
1309,ANKRD39,ENSG00000213337
1310,ANKRD40,ENSG00000154945
1311,ANKRD42,ENSG00000137494
1312,ANKRD44,ENSG00000065413
1313,ANKRD45,ENSG00000183831
1314,ANKRD46,ENSG00000186106
1315,ANKRD49,ENSG00000168876
1316,ANKRD50,ENSG00000151458
1317,ANKRD52,ENSG00000139645
1318,ANKRD53,ENSG00000144031
1319,ANKRD54,ENSG00000100124
1320,ANKRD55,ENSG00000164512
1321,ANKRD6,ENSG00000135299
1322,ANKRD60,ENSG00000124227
1323,ANKRD61,ENSG00000157999
1324,ANKRD62,ENSG00000181626
1325,ANKRD65,ENSG00000235098
1326,ANKRD66,ENSG00000230062
1327,ANKRD7,ENSG00000106013
1328,ANKRD9,ENSG00000156381
1329,ANKS1A,ENSG00000064999
1330,ANKS1B,ENSG00000185046
1331,ANKS3,ENSG00000168096
1332,ANKS4B,ENSG00000175311
1333,ANKS6,ENSG00000165138
1334,ANKUB1,ENSG00000206199
1335,ANKZF1,ENSG00000163516
1336,ANLN,ENSG00000011426
1337,ANO1,ENSG00000131620
1338,ANO1-AS2,ENSG00000254417
1339,ANO10,ENSG00000160746
1340,ANO2,ENSG00000047617
1341,ANO3,ENSG00000134343
1342,ANO4,ENSG00000151572
1343,ANO5,ENSG00000171714
1344,ANO6,ENSG00000177119
1345,ANO7,ENSG00000146205
1346,ANO8,ENSG00000074855
1347,ANO9,ENSG00000185101
1348,ANOS1,ENSG00000011201
1349,ANP32A,ENSG00000140350
1350,ANP32B,ENSG00000136938
1351,ANP32D,ENSG00000139223
1352,ANP32E,ENSG00000143401
1353,ANPEP,ENSG00000166825
1354,ANTXR1,ENSG00000169604
1355,ANTXR2,ENSG00000163297
1356,ANTXRL,ENSG00000274209
1357,ANXA1,ENSG00000135046
1358,ANXA10,ENSG00000109511
1359,ANXA11,ENSG00000122359
1360,ANXA13,ENSG00000104537
1361,ANXA2,ENSG00000182718
1362,ANXA2R,ENSG00000177721
1363,ANXA3,ENSG00000138772
1364,ANXA4,ENSG00000196975
1365,ANXA5,ENSG00000164111
1366,ANXA6,ENSG00000197043
1367,ANXA7,ENSG00000138279
1368,ANXA8,ENSG00000265190
1369,ANXA8L1,ENSG00000264230
1370,ANXA9,ENSG00000143412
1371,AOAH,ENSG00000136250
1372,AOC1,ENSG00000002726
1373,AOC2,ENSG00000131480
1374,AOC3,ENSG00000131471
1375,AOX1,ENSG00000138356
1376,AP000223.42,ENSG00000260583
1377,AP000253.1,ENSG00000234509
1378,AP000254.8,ENSG00000273271
1379,AP000265.1,ENSG00000261610
1380,AP000295.10,ENSG00000272659
1381,AP000304.12,ENSG00000249209
1382,AP000318.2,ENSG00000214955
1383,AP000344.3,ENSG00000234928
1384,AP000345.2,ENSG00000224277
1385,AP000350.5,ENSG00000273295
1386,AP000438.2,ENSG00000257002
1387,AP000439.1,ENSG00000255980
1388,AP000439.2,ENSG00000255606
1389,AP000442.1,ENSG00000255139
1390,AP000462.2,ENSG00000255580
1391,AP000462.3,ENSG00000256972
1392,AP000473.5,ENSG00000228798
1393,AP000473.8,ENSG00000270093
1394,AP000476.1,ENSG00000237484
1395,AP000487.5,ENSG00000246889
1396,AP000569.9,ENSG00000273102
1397,AP000640.10,ENSG00000254477
1398,AP000654.4,ENSG00000269895
1399,AP000692.10,ENSG00000273199
1400,AP000695.4,ENSG00000233818
1401,AP000696.2,ENSG00000231324
1402,AP000704.5,ENSG00000224790
1403,AP000708.1,ENSG00000255537
1404,AP000769.1,ENSG00000279576
1405,AP000769.7,ENSG00000270117
1406,AP000866.1,ENSG00000279342
1407,AP000936.4,ENSG00000224077
1408,AP000962.2,ENSG00000269950
1409,AP001042.1,ENSG00000229986
1410,AP001043.1,ENSG00000229925
1411,AP001046.5,ENSG00000237989
1412,AP001046.6,ENSG00000225637
1413,AP001055.6,ENSG00000225331
1414,AP001056.1,ENSG00000237604
1415,AP001057.1,ENSG00000232124
1416,AP001058.3,ENSG00000232698
1417,AP001059.6,ENSG00000278158
1418,AP001059.7,ENSG00000275799
1419,AP001062.7,ENSG00000184441
1420,AP001063.1,ENSG00000260256
1421,AP001189.4,ENSG00000236304
1422,AP001257.1,ENSG00000254952
1423,AP001258.4,ENSG00000245571
1424,AP001347.6,ENSG00000224905
1425,AP001372.2,ENSG00000254837
1426,AP001412.1,ENSG00000272948
1427,AP001432.14,ENSG00000242553
1428,AP001437.1,ENSG00000273210
1429,AP001462.6,ENSG00000269038
1430,AP001469.9,ENSG00000239415
1431,AP001505.10,ENSG00000276529
1432,AP001626.1,ENSG00000225431
1433,AP001626.2,ENSG00000235023
1434,AP001627.1,ENSG00000225731
1435,AP002856.5,ENSG00000231698
1436,AP002954.3,ENSG00000255176
1437,AP003025.2,ENSG00000237654
1438,AP003068.23,ENSG00000254614
1439,AP003068.9,ENSG00000254501
1440,AP003419.16,ENSG00000255949
1441,AP003774.1,ENSG00000236935
1442,AP003774.4,ENSG00000181908
1443,AP003774.6,ENSG00000231680
1444,AP005530.1,ENSG00000262352
1445,AP005530.2,ENSG00000263305
1446,AP006222.2,ENSG00000228463
1447,AP006285.2,ENSG00000278919
1448,AP006621.5,ENSG00000255284
1449,AP1AR,ENSG00000138660
1450,AP1B1,ENSG00000100280
1451,AP1G1,ENSG00000166747
1452,AP1G2,ENSG00000213983
1453,AP1M1,ENSG00000072958
1454,AP1M2,ENSG00000129354
1455,AP1S1,ENSG00000106367
1456,AP1S2,ENSG00000182287
1457,AP1S3,ENSG00000152056
1458,AP2A1,ENSG00000196961
1459,AP2A2,ENSG00000183020
1460,AP2B1,ENSG00000006125
1461,AP2M1,ENSG00000161203
1462,AP2S1,ENSG00000042753
1463,AP3B1,ENSG00000132842
1464,AP3B2,ENSG00000103723
1465,AP3D1,ENSG00000065000
1466,AP3M1,ENSG00000185009
1467,AP3M2,ENSG00000070718
1468,AP3S1,ENSG00000177879
1469,AP3S2,ENSG00000157823
1470,AP4B1,ENSG00000134262
1471,AP4B1-AS1,ENSG00000226167
1472,AP4E1,ENSG00000081014
1473,AP4M1,ENSG00000221838
1474,AP4S1,ENSG00000100478
1475,AP5B1,ENSG00000254470
1476,AP5M1,ENSG00000053770
1477,AP5S1,ENSG00000125843
1478,AP5Z1,ENSG00000242802
1479,APAF1,ENSG00000120868
1480,APBA1,ENSG00000107282
1481,APBA2,ENSG00000034053
1482,APBA3,ENSG00000011132
1483,APBB1,ENSG00000166313
1484,APBB1IP,ENSG00000077420
1485,APBB2,ENSG00000163697
1486,APBB3,ENSG00000113108
1487,APC,ENSG00000134982
1488,APC2,ENSG00000115266
1489,APCDD1,ENSG00000154856
1490,APCDD1L,ENSG00000198768
1491,APEH,ENSG00000164062
1492,APELA,ENSG00000248329
1493,APEX1,ENSG00000100823
1494,APEX2,ENSG00000169188
1495,APH1A,ENSG00000117362
1496,APH1B,ENSG00000138613
1497,API5,ENSG00000166181
1498,APIP,ENSG00000149089
1499,APITD1,ENSG00000175279
1500,APITD1-CORT,ENSG00000251503
1501,APLF,ENSG00000169621
1502,APLN,ENSG00000171388
1503,APLNR,ENSG00000134817
1504,APLP1,ENSG00000105290
1505,APLP2,ENSG00000084234
1506,APMAP,ENSG00000101474
1507,APOA1,ENSG00000118137
1508,APOA1-AS,ENSG00000235910
1509,APOA1BP,ENSG00000163382
1510,APOA2,ENSG00000158874
1511,APOB,ENSG00000084674
1512,APOBEC2,ENSG00000124701
1513,APOBEC3A,ENSG00000128383
1514,APOBEC3B,ENSG00000179750
1515,APOBEC3B-AS1,ENSG00000249310
1516,APOBEC3C,ENSG00000244509
1517,APOBEC3D,ENSG00000243811
1518,APOBEC3F,ENSG00000128394
1519,APOBEC3G,ENSG00000239713
1520,APOBEC3H,ENSG00000100298
1521,APOBR,ENSG00000184730
1522,APOC1,ENSG00000130208
1523,APOC2,ENSG00000234906
1524,APOC4,ENSG00000267467
1525,APOC4-APOC2,ENSG00000224916
1526,APOD,ENSG00000189058
1527,APOE,ENSG00000130203
1528,APOF,ENSG00000175336
1529,APOL1,ENSG00000100342
1530,APOL2,ENSG00000128335
1531,APOL3,ENSG00000128284
1532,APOL4,ENSG00000100336
1533,APOL5,ENSG00000128313
1534,APOL6,ENSG00000221963
1535,APOLD1,ENSG00000178878
1536,APOM,ENSG00000204444
1537,APOO,ENSG00000184831
1538,APOOL,ENSG00000155008
1539,APOPT1,ENSG00000256053
1540,APP,ENSG00000142192
1541,APPBP2,ENSG00000062725
1542,APPL1,ENSG00000157500
1543,APPL2,ENSG00000136044
1544,APRT,ENSG00000198931
1545,APTR,ENSG00000214293
1546,APTX,ENSG00000137074
1547,AQP1,ENSG00000240583
1548,AQP10,ENSG00000143595
1549,AQP11,ENSG00000178301
1550,AQP2,ENSG00000167580
1551,AQP3,ENSG00000165272
1552,AQP4-AS1,ENSG00000260372
1553,AQP5,ENSG00000161798
1554,AQP6,ENSG00000086159
