ENSG00000000938
ENSG00000000971
ENSG00000002587
ENSG00000002933
ENSG00000003436
ENSG00000004468
ENSG00000004776
ENSG00000004799
ENSG00000005020
ENSG00000005243
ENSG00000005844
ENSG00000006016
ENSG00000006327
ENSG00000006747
ENSG00000007264
ENSG00000007312
ENSG00000007350
ENSG00000007908
ENSG00000008394
ENSG00000008516
ENSG00000008517
ENSG00000009790
ENSG00000010278
ENSG00000010319
ENSG00000010327
ENSG00000010610
ENSG00000010671
ENSG00000010810
ENSG00000011198
ENSG00000011422
ENSG00000011465
ENSG00000011600
ENSG00000012124
ENSG00000012779
ENSG00000012817
ENSG00000013297
ENSG00000013725
ENSG00000015133
ENSG00000017427
ENSG00000018280
ENSG00000018408
ENSG00000019169
ENSG00000019582
ENSG00000019991
ENSG00000020633
ENSG00000022267
ENSG00000023445
ENSG00000025708
ENSG00000026297
ENSG00000026751
ENSG00000026950
ENSG00000027075
ENSG00000027869
ENSG00000028277
ENSG00000029559
ENSG00000030419
ENSG00000030582
ENSG00000034053
ENSG00000034677
ENSG00000035862
ENSG00000036448
ENSG00000038427
ENSG00000038945
ENSG00000039319
ENSG00000041353
ENSG00000041982
ENSG00000042493
ENSG00000042980
ENSG00000043462
ENSG00000046653
ENSG00000047346
ENSG00000047365
ENSG00000047457
ENSG00000047662
ENSG00000048462
ENSG00000049192
ENSG00000049247
ENSG00000049249
ENSG00000049323
ENSG00000049540
ENSG00000049768
ENSG00000050165
ENSG00000050730
ENSG00000051108
ENSG00000052795
ENSG00000054654
ENSG00000055163
ENSG00000057657
ENSG00000057704
ENSG00000059377
ENSG00000059728
ENSG00000059804
ENSG00000060138
ENSG00000060982
ENSG00000061656
ENSG00000062716
ENSG00000064012
ENSG00000064201
ENSG00000064205
ENSG00000064225
ENSG00000064547
ENSG00000064886
ENSG00000064989
ENSG00000065054
ENSG00000065357
ENSG00000065413
ENSG00000065534
ENSG00000065675
ENSG00000066279
ENSG00000066294
ENSG00000066336
ENSG00000066923
ENSG00000067113
ENSG00000068001
ENSG00000068912
ENSG00000069020
ENSG00000069482
ENSG00000069493
ENSG00000069535
ENSG00000069667
ENSG00000069702
ENSG00000069956
ENSG00000069966
ENSG00000070031
ENSG00000070081
ENSG00000070190
ENSG00000070404
ENSG00000070718
ENSG00000070814
ENSG00000071282
ENSG00000071537
ENSG00000072110
ENSG00000072274
ENSG00000072694
ENSG00000072818
ENSG00000072952
ENSG00000073737
ENSG00000073756
ENSG00000073849
ENSG00000073861
ENSG00000074181
ENSG00000074370
ENSG00000074416
ENSG00000074706
ENSG00000074966
ENSG00000075420
ENSG00000075884
ENSG00000076554
ENSG00000076641
ENSG00000076662
ENSG00000076706
ENSG00000076944
ENSG00000077157
ENSG00000077235
ENSG00000077942
ENSG00000077943
ENSG00000077984
ENSG00000078081
ENSG00000078401
ENSG00000078589
ENSG00000078596
ENSG00000079215
ENSG00000079263
ENSG00000079308
ENSG00000079335
ENSG00000079819
ENSG00000081041
ENSG00000081059
ENSG00000081189
ENSG00000081237
ENSG00000082074
ENSG00000082438
ENSG00000082512
ENSG00000083454
ENSG00000084234
ENSG00000085063
ENSG00000085117
ENSG00000085265
ENSG00000085514
ENSG00000085563
ENSG00000086062
ENSG00000086300
ENSG00000086730
ENSG00000087074
ENSG00000087086
ENSG00000087245
ENSG00000087253
ENSG00000087266
ENSG00000088179
ENSG00000088827
ENSG00000089012
ENSG00000089685
ENSG00000089692
ENSG00000089775
ENSG00000090006
ENSG00000090013
ENSG00000090104
ENSG00000090339
ENSG00000090376
ENSG00000090382
ENSG00000090554
ENSG00000090659
ENSG00000090674
ENSG00000091181
ENSG00000091409
ENSG00000091490
ENSG00000091879
ENSG00000091986
ENSG00000092009
ENSG00000092758
ENSG00000092820
ENSG00000093072
ENSG00000093134
ENSG00000094963
ENSG00000095637
ENSG00000095713
ENSG00000095739
ENSG00000095794
ENSG00000095917
ENSG00000095970
ENSG00000096696
ENSG00000099194
ENSG00000099204
ENSG00000099250
ENSG00000099260
ENSG00000099860
ENSG00000099958
ENSG00000099985
ENSG00000099998
ENSG00000100055
ENSG00000100079
ENSG00000100097
ENSG00000100100
ENSG00000100162
ENSG00000100219
ENSG00000100234
ENSG00000100290
ENSG00000100292
ENSG00000100298
ENSG00000100299
ENSG00000100351
ENSG00000100365
ENSG00000100368
ENSG00000100385
ENSG00000100448
ENSG00000100450
ENSG00000100453
ENSG00000100504
ENSG00000100600
ENSG00000100721
ENSG00000100731
ENSG00000100784
ENSG00000100906
ENSG00000100979
ENSG00000100985
ENSG00000101000
ENSG00000101017
ENSG00000101082
ENSG00000101160
ENSG00000101194
ENSG00000101335
ENSG00000101336
ENSG00000101439
ENSG00000101596
ENSG00000101695
ENSG00000101955
ENSG00000102010
ENSG00000102024
ENSG00000102096
ENSG00000102109
ENSG00000102245
ENSG00000102265
ENSG00000102393
ENSG00000102445
ENSG00000102524
ENSG00000102575
ENSG00000102755
ENSG00000102760
ENSG00000102786
ENSG00000102804
ENSG00000102962
ENSG00000102970
ENSG00000103056
ENSG00000103175
ENSG00000103187
ENSG00000103196
ENSG00000103257
ENSG00000103313
ENSG00000103485
ENSG00000103490
ENSG00000103569
ENSG00000103811
ENSG00000104093
ENSG00000104267
ENSG00000104332
ENSG00000104368
ENSG00000104722
ENSG00000104763
ENSG00000104814
ENSG00000104870
ENSG00000104918
ENSG00000104921
ENSG00000104951
ENSG00000105122
ENSG00000105205
ENSG00000105223
ENSG00000105246
ENSG00000105261
ENSG00000105369
ENSG00000105374
ENSG00000105383
ENSG00000105426
ENSG00000105492
ENSG00000105509
ENSG00000105609
ENSG00000105655
ENSG00000105664
ENSG00000105697
ENSG00000105699
ENSG00000105711
ENSG00000105717
ENSG00000105825
ENSG00000105835
ENSG00000105849
ENSG00000105855
ENSG00000105894
ENSG00000105939
ENSG00000105967
ENSG00000105971
ENSG00000105974
ENSG00000106066
ENSG00000106123
ENSG00000106211
ENSG00000106333
ENSG00000106366
ENSG00000106415
ENSG00000106483
ENSG00000106537
ENSG00000106538
ENSG00000106565
ENSG00000106624
ENSG00000106780
ENSG00000106809
ENSG00000106819
ENSG00000106829
ENSG00000106948
ENSG00000106952
ENSG00000106991
ENSG00000107281
ENSG00000107317
ENSG00000107438
ENSG00000107485
ENSG00000107551
ENSG00000107562
ENSG00000107742
ENSG00000107796
ENSG00000107798
ENSG00000107968
ENSG00000108179
ENSG00000108306
ENSG00000108405
ENSG00000108551
ENSG00000108622
ENSG00000108679
ENSG00000108688
ENSG00000108691
ENSG00000108700
ENSG00000108821
ENSG00000108823
ENSG00000108846
ENSG00000109099
ENSG00000109321
ENSG00000109452
ENSG00000109471
ENSG00000109472
ENSG00000109610
ENSG00000109684
ENSG00000109743
ENSG00000109846
ENSG00000109906
ENSG00000109929
ENSG00000109943
ENSG00000110002
ENSG00000110046
ENSG00000110047
ENSG00000110077
ENSG00000110079
ENSG00000110092
ENSG00000110203
ENSG00000110446
ENSG00000110448
ENSG00000110492
ENSG00000110777
ENSG00000110799
ENSG00000110848
ENSG00000110944
ENSG00000111057
ENSG00000111245
ENSG00000111275
ENSG00000111341
ENSG00000111371
ENSG00000111404
ENSG00000111537
ENSG00000111679
ENSG00000111728
ENSG00000111729
ENSG00000111796
ENSG00000111817
ENSG00000111859
ENSG00000111863
ENSG00000111913
ENSG00000112096
ENSG00000112115
ENSG00000112137
ENSG00000112149
ENSG00000112182
ENSG00000112214
ENSG00000112297
ENSG00000112303
ENSG00000112309
ENSG00000112394
ENSG00000112486
ENSG00000112562
ENSG00000112715
ENSG00000112773
ENSG00000112799
ENSG00000112936
ENSG00000113070
ENSG00000113088
ENSG00000113140
ENSG00000113263
ENSG00000113269
ENSG00000113369
ENSG00000113448
ENSG00000113721
ENSG00000113742
ENSG00000113916
ENSG00000114013
ENSG00000114115
ENSG00000114315
ENSG00000114423
ENSG00000114450
ENSG00000114541
ENSG00000114737
ENSG00000115008
ENSG00000115009
ENSG00000115085
ENSG00000115165
ENSG00000115232
ENSG00000115271
ENSG00000115306
ENSG00000115355
ENSG00000115380
ENSG00000115414
ENSG00000115457
ENSG00000115461
ENSG00000115468
ENSG00000115523
ENSG00000115590
ENSG00000115594
ENSG00000115602
ENSG00000115604
ENSG00000115607
ENSG00000115641
ENSG00000115648
ENSG00000115687
ENSG00000115738
ENSG00000115828
ENSG00000115884
ENSG00000115919
ENSG00000115956
ENSG00000115963
ENSG00000116016
ENSG00000116017
ENSG00000116106
ENSG00000116132
ENSG00000116191
ENSG00000116285
ENSG00000116667
ENSG00000116679
ENSG00000116701
ENSG00000116717
ENSG00000116741
ENSG00000116748
ENSG00000116774
ENSG00000116824
ENSG00000117090
ENSG00000117091
ENSG00000117154
ENSG00000117215
ENSG00000117228
ENSG00000117281
ENSG00000117318
ENSG00000117425
ENSG00000117519
ENSG00000117525
ENSG00000117560
ENSG00000117602
ENSG00000117632
ENSG00000117724
ENSG00000117984
ENSG00000118257
ENSG00000118292
ENSG00000118308
ENSG00000118407
ENSG00000118503
ENSG00000118508
ENSG00000118515
ENSG00000118520
ENSG00000118523
ENSG00000118689
ENSG00000118785
ENSG00000118849
ENSG00000118855
ENSG00000118946
ENSG00000118985
ENSG00000119147
ENSG00000119508
ENSG00000119535
ENSG00000119630
ENSG00000119655
ENSG00000119681
ENSG00000119865
ENSG00000119866
ENSG00000119900
ENSG00000119917
ENSG00000119922
ENSG00000120129
ENSG00000120280
ENSG00000120594
ENSG00000120694
ENSG00000120708
ENSG00000120738
ENSG00000120833
ENSG00000120875
ENSG00000120885
ENSG00000121316
ENSG00000121413
ENSG00000121552
ENSG00000121716
